Exporting 96.120.37.81...
1: 10.1.10.1 (6ms)  10.1.10.1 (4ms)  10.1.10.1 (4ms)
2: 96.120.37.81 (44ms)  *  96.120.37.81 (18ms)
source,destination,trace,ttl,query,query_result,addr,rtt,hop_mean_ms,hop_median_ms,city,country,country_code,country_code_iso3,country_capital,region,region_code,latitude,longitude,timezone,utc_offset,asn,org
10.1.10.58,68.86.165.113,f6d72547-67ce-4d68-a4d5-655fa50cd83d,1,1,success,10.1.10.1,2,3,3,,,,,,,,,,,,,
10.1.10.58,68.86.165.113,f6d72547-67ce-4d68-a4d5-655fa50cd83d,1,2,success,10.1.10.1,3,3,3,,,,,,,,,,,,,
10.1.10.58,68.86.165.113,f6d72547-67ce-4d68-a4d5-655fa50cd83d,1,3,success,10.1.10.1,3,3,3,,,,,,,,,,,,,
10.1.10.58,68.86.165.113,f6d72547-67ce-4d68-a4d5-655fa50cd83d,2,1,success,96.120.37.81,16,18,16,Washington,United States,US,USA,Washington,District of Columbia,DC,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,68.86.165.113,f6d72547-67ce-4d68-a4d5-655fa50cd83d,2,2,success,96.120.37.81,23,18,16,Washington,United States,US,USA,Washington,District of Columbia,DC,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,68.86.165.113,f6d72547-67ce-4d68-a4d5-655fa50cd83d,2,3,success,96.120.37.81,14,18,16,Washington,United States,US,USA,Washington,District of Columbia,DC,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,68.86.165.113,f6d72547-67ce-4d68-a4d5-655fa50cd83d,3,1,success,96.110.138.53,14,16,15,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,68.86.165.113,f6d72547-67ce-4d68-a4d5-655fa50cd83d,3,2,success,96.110.138.53,19,16,15,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,68.86.165.113,f6d72547-67ce-4d68-a4d5-655fa50cd83d,3,3,success,96.110.138.53,15,16,15,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,68.86.165.113,f6d72547-67ce-4d68-a4d5-655fa50cd83d,4,1,success,96.108.23.141,12,17,16,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,68.86.165.113,f6d72547-67ce-4d68-a4d5-655fa50cd83d,4,2,success,96.108.23.141,22,17,16,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,68.86.165.113,f6d72547-67ce-4d68-a4d5-655fa50cd83d,4,3,success,96.108.23.141,16,17,16,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,68.86.165.113,f6d72547-67ce-4d68-a4d5-655fa50cd83d,5,1,timeout,,,16,16,,,,,,,,,,,,,
10.1.10.58,68.86.165.113,f6d72547-67ce-4d68-a4d5-655fa50cd83d,5,2,success,68.86.165.113,16,16,16,Okeechobee,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,68.86.165.113,f6d72547-67ce-4d68-a4d5-655fa50cd83d,5,3,timeout,,,16,16,,,,,,,,,,,,,
Exporting 96.110.5.142...
1: 10.1.10.1 (3ms)  10.1.10.1 (4ms)  10.1.10.1 (4ms)
2: 96.120.37.81 (11ms)  96.120.37.81 (12ms)  96.120.37.81 (11ms)
3: 96.110.138.113 (11ms)  96.110.138.113 (12ms)  96.110.138.113 (12ms)
4: 68.87.162.2 (15ms)  68.87.162.2 (12ms)  68.87.162.2 (11ms)
5: 96.108.23.141 (12ms)  96.108.23.141 (13ms)  96.108.23.141 (12ms)
6: 68.86.165.113 (14ms)  68.86.165.113 (13ms)  68.86.165.113 (14ms)
7: 96.110.5.142 (15ms)  96.110.5.142 (13ms)  96.110.5.142 (13ms)
source,destination,trace,ttl,query,query_result,addr,rtt,hop_mean_ms,hop_median_ms,city,country,country_code,country_code_iso3,country_capital,region,region_code,latitude,longitude,timezone,utc_offset,asn,org
10.1.10.58,96.110.5.142,1384024b-6292-46ed-9697-6af24834528b,1,1,success,10.1.10.1,5,4,4,,,,,,,,,,,,,
10.1.10.58,96.110.5.142,1384024b-6292-46ed-9697-6af24834528b,1,2,success,10.1.10.1,4,4,4,,,,,,,,,,,,,
10.1.10.58,96.110.5.142,1384024b-6292-46ed-9697-6af24834528b,1,3,success,10.1.10.1,4,4,4,,,,,,,,,,,,,
10.1.10.58,96.110.5.142,1384024b-6292-46ed-9697-6af24834528b,2,1,success,96.120.37.81,11,12,11,Washington,United States,US,USA,Washington,District of Columbia,DC,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.5.142,1384024b-6292-46ed-9697-6af24834528b,2,2,success,96.120.37.81,12,12,11,Washington,United States,US,USA,Washington,District of Columbia,DC,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.5.142,1384024b-6292-46ed-9697-6af24834528b,2,3,success,96.120.37.81,11,12,11,Washington,United States,US,USA,Washington,District of Columbia,DC,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.5.142,1384024b-6292-46ed-9697-6af24834528b,3,1,success,96.110.138.113,14,12,12,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.5.142,1384024b-6292-46ed-9697-6af24834528b,3,2,success,96.110.138.113,12,12,12,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.5.142,1384024b-6292-46ed-9697-6af24834528b,3,3,success,96.110.138.113,11,12,12,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.5.142,1384024b-6292-46ed-9697-6af24834528b,4,1,success,68.87.162.2,12,11,12,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.5.142,1384024b-6292-46ed-9697-6af24834528b,4,2,success,68.87.162.2,11,11,12,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.5.142,1384024b-6292-46ed-9697-6af24834528b,4,3,success,68.87.162.2,12,11,12,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.5.142,1384024b-6292-46ed-9697-6af24834528b,5,1,success,96.108.23.141,12,13,12,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.5.142,1384024b-6292-46ed-9697-6af24834528b,5,2,success,96.108.23.141,15,13,12,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.5.142,1384024b-6292-46ed-9697-6af24834528b,5,3,success,96.108.23.141,12,13,12,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.5.142,1384024b-6292-46ed-9697-6af24834528b,6,1,success,68.86.165.113,21,16,14,Okeechobee,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.5.142,1384024b-6292-46ed-9697-6af24834528b,6,2,success,68.86.165.113,13,16,14,Okeechobee,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.5.142,1384024b-6292-46ed-9697-6af24834528b,6,3,success,68.86.165.113,14,16,14,Okeechobee,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.5.142,1384024b-6292-46ed-9697-6af24834528b,7,1,success,96.110.5.142,13,13,13,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.5.142,1384024b-6292-46ed-9697-6af24834528b,7,2,success,96.110.5.142,14,13,13,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.5.142,1384024b-6292-46ed-9697-6af24834528b,7,3,success,96.110.5.142,13,13,13,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.5.142,2d7e37bd-245e-438a-abcb-377f7a723493,1,1,success,10.1.10.1,5,4,3,,,,,,,,,,,,,
10.1.10.58,96.110.5.142,2d7e37bd-245e-438a-abcb-377f7a723493,1,2,success,10.1.10.1,3,4,3,,,,,,,,,,,,,
10.1.10.58,96.110.5.142,2d7e37bd-245e-438a-abcb-377f7a723493,1,3,success,10.1.10.1,3,4,3,,,,,,,,,,,,,
10.1.10.58,96.110.5.142,2d7e37bd-245e-438a-abcb-377f7a723493,2,1,success,96.120.37.81,10,11,11,Washington,United States,US,USA,Washington,District of Columbia,DC,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.5.142,2d7e37bd-245e-438a-abcb-377f7a723493,2,2,success,96.120.37.81,11,11,11,Washington,United States,US,USA,Washington,District of Columbia,DC,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.5.142,2d7e37bd-245e-438a-abcb-377f7a723493,2,3,success,96.120.37.81,13,11,11,Washington,United States,US,USA,Washington,District of Columbia,DC,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.5.142,2d7e37bd-245e-438a-abcb-377f7a723493,3,1,success,96.110.138.113,12,12,12,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.5.142,2d7e37bd-245e-438a-abcb-377f7a723493,3,2,success,96.110.138.113,11,12,12,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.5.142,2d7e37bd-245e-438a-abcb-377f7a723493,3,3,success,96.110.138.113,12,12,12,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.5.142,2d7e37bd-245e-438a-abcb-377f7a723493,4,1,success,68.87.162.2,18,14,12,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.5.142,2d7e37bd-245e-438a-abcb-377f7a723493,4,2,success,68.87.162.2,12,14,12,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.5.142,2d7e37bd-245e-438a-abcb-377f7a723493,4,3,success,68.87.162.2,11,14,12,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.5.142,2d7e37bd-245e-438a-abcb-377f7a723493,5,1,success,96.108.23.141,12,12,12,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.5.142,2d7e37bd-245e-438a-abcb-377f7a723493,5,2,success,96.108.23.141,12,12,12,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.5.142,2d7e37bd-245e-438a-abcb-377f7a723493,5,3,success,96.108.23.141,12,12,12,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.5.142,2d7e37bd-245e-438a-abcb-377f7a723493,6,1,success,68.86.165.113,12,13,12,Okeechobee,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.5.142,2d7e37bd-245e-438a-abcb-377f7a723493,6,2,success,68.86.165.113,14,13,12,Okeechobee,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.5.142,2d7e37bd-245e-438a-abcb-377f7a723493,6,3,success,68.86.165.113,12,13,12,Okeechobee,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.5.142,2d7e37bd-245e-438a-abcb-377f7a723493,7,1,success,96.110.5.142,14,14,14,Jacksonville,United States,US,USA,Washington,Florida,FL,30.3511,-81.506,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.5.142,2d7e37bd-245e-438a-abcb-377f7a723493,7,2,success,96.110.5.142,14,14,14,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.5.142,2d7e37bd-245e-438a-abcb-377f7a723493,7,3,success,96.110.5.142,13,14,14,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.5.142,7d1b87f0-64bd-4b20-8184-0669715bfb55,1,1,success,10.1.10.1,4,3,3,,,,,,,,,,,,,
10.1.10.58,96.110.5.142,7d1b87f0-64bd-4b20-8184-0669715bfb55,1,2,success,10.1.10.1,3,3,3,,,,,,,,,,,,,
10.1.10.58,96.110.5.142,7d1b87f0-64bd-4b20-8184-0669715bfb55,1,3,success,10.1.10.1,3,3,3,,,,,,,,,,,,,
10.1.10.58,96.110.5.142,7d1b87f0-64bd-4b20-8184-0669715bfb55,2,1,success,96.120.37.81,10,12,12,Washington,United States,US,USA,Washington,District of Columbia,DC,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.5.142,7d1b87f0-64bd-4b20-8184-0669715bfb55,2,2,success,96.120.37.81,12,12,12,Washington,United States,US,USA,Washington,District of Columbia,DC,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.5.142,7d1b87f0-64bd-4b20-8184-0669715bfb55,2,3,success,96.120.37.81,13,12,12,Washington,United States,US,USA,Washington,District of Columbia,DC,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.5.142,7d1b87f0-64bd-4b20-8184-0669715bfb55,3,1,success,96.110.138.113,11,12,13,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.5.142,7d1b87f0-64bd-4b20-8184-0669715bfb55,3,2,success,96.110.138.113,14,12,13,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.5.142,7d1b87f0-64bd-4b20-8184-0669715bfb55,3,3,success,96.110.138.113,13,12,13,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.5.142,7d1b87f0-64bd-4b20-8184-0669715bfb55,4,1,success,68.87.162.2,12,12,12,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.5.142,7d1b87f0-64bd-4b20-8184-0669715bfb55,4,2,success,68.87.162.2,12,12,12,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.5.142,7d1b87f0-64bd-4b20-8184-0669715bfb55,4,3,success,68.87.162.2,12,12,12,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.5.142,7d1b87f0-64bd-4b20-8184-0669715bfb55,5,1,success,96.108.23.141,11,12,11,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.5.142,7d1b87f0-64bd-4b20-8184-0669715bfb55,5,2,success,96.108.23.141,12,12,11,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.5.142,7d1b87f0-64bd-4b20-8184-0669715bfb55,5,3,success,96.108.23.141,11,12,11,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.5.142,7d1b87f0-64bd-4b20-8184-0669715bfb55,6,1,success,68.86.165.113,14,14,14,Okeechobee,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.5.142,7d1b87f0-64bd-4b20-8184-0669715bfb55,6,2,success,68.86.165.113,13,14,14,Okeechobee,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.5.142,7d1b87f0-64bd-4b20-8184-0669715bfb55,6,3,success,68.86.165.113,14,14,14,Okeechobee,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.5.142,7d1b87f0-64bd-4b20-8184-0669715bfb55,7,1,success,96.110.5.142,13,13,13,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.5.142,7d1b87f0-64bd-4b20-8184-0669715bfb55,7,2,success,96.110.5.142,14,13,13,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.5.142,7d1b87f0-64bd-4b20-8184-0669715bfb55,7,3,success,96.110.5.142,13,13,13,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.5.142,8611c4e9-a698-47ed-979f-050716ad8975,1,1,timeout,,,4,4,,,,,,,,,,,,,
10.1.10.58,96.110.5.142,8611c4e9-a698-47ed-979f-050716ad8975,1,2,success,10.1.10.1,4,4,4,,,,,,,,,,,,,
10.1.10.58,96.110.5.142,8611c4e9-a698-47ed-979f-050716ad8975,1,3,success,10.1.10.1,3,4,4,,,,,,,,,,,,,
10.1.10.58,96.110.5.142,8611c4e9-a698-47ed-979f-050716ad8975,2,1,success,96.120.37.81,12,12,12,Washington,United States,US,USA,Washington,District of Columbia,DC,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.5.142,8611c4e9-a698-47ed-979f-050716ad8975,2,2,success,96.120.37.81,12,12,12,Washington,United States,US,USA,Washington,District of Columbia,DC,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.5.142,8611c4e9-a698-47ed-979f-050716ad8975,2,3,success,96.120.37.81,11,12,12,Washington,United States,US,USA,Washington,District of Columbia,DC,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.5.142,8611c4e9-a698-47ed-979f-050716ad8975,3,1,success,96.110.138.113,11,11,11,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.5.142,8611c4e9-a698-47ed-979f-050716ad8975,3,2,success,96.110.138.113,12,11,11,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.5.142,8611c4e9-a698-47ed-979f-050716ad8975,3,3,success,96.110.138.113,11,11,11,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.5.142,8611c4e9-a698-47ed-979f-050716ad8975,4,1,success,68.87.162.2,17,16,17,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.5.142,8611c4e9-a698-47ed-979f-050716ad8975,4,2,success,68.87.162.2,12,16,17,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.5.142,8611c4e9-a698-47ed-979f-050716ad8975,4,3,success,68.87.162.2,18,16,17,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.5.142,8611c4e9-a698-47ed-979f-050716ad8975,5,1,success,96.108.23.141,12,12,11,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.5.142,8611c4e9-a698-47ed-979f-050716ad8975,5,2,success,96.108.23.141,11,12,11,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.5.142,8611c4e9-a698-47ed-979f-050716ad8975,5,3,success,96.108.23.141,11,12,11,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.5.142,8611c4e9-a698-47ed-979f-050716ad8975,6,1,success,68.86.165.113,12,13,13,Okeechobee,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.5.142,8611c4e9-a698-47ed-979f-050716ad8975,6,2,success,68.86.165.113,15,13,13,Okeechobee,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.5.142,8611c4e9-a698-47ed-979f-050716ad8975,6,3,success,68.86.165.113,13,13,13,Okeechobee,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.5.142,8611c4e9-a698-47ed-979f-050716ad8975,7,1,success,96.110.5.142,19,20,19,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.5.142,8611c4e9-a698-47ed-979f-050716ad8975,7,2,success,96.110.5.142,27,20,19,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.5.142,8611c4e9-a698-47ed-979f-050716ad8975,7,3,success,96.110.5.142,14,20,19,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.5.142,c1b47aa6-ebf5-48e8-9fdb-4fe9fb75b5f3,1,1,success,10.1.10.1,3,4,4,,,,,,,,,,,,,
10.1.10.58,96.110.5.142,c1b47aa6-ebf5-48e8-9fdb-4fe9fb75b5f3,1,2,success,10.1.10.1,4,4,4,,,,,,,,,,,,,
10.1.10.58,96.110.5.142,c1b47aa6-ebf5-48e8-9fdb-4fe9fb75b5f3,1,3,success,10.1.10.1,4,4,4,,,,,,,,,,,,,
10.1.10.58,96.110.5.142,c1b47aa6-ebf5-48e8-9fdb-4fe9fb75b5f3,2,1,success,96.120.37.81,11,11,11,Washington,United States,US,USA,Washington,District of Columbia,DC,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.5.142,c1b47aa6-ebf5-48e8-9fdb-4fe9fb75b5f3,2,2,success,96.120.37.81,12,11,11,Washington,United States,US,USA,Washington,District of Columbia,DC,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.5.142,c1b47aa6-ebf5-48e8-9fdb-4fe9fb75b5f3,2,3,success,96.120.37.81,11,11,11,Washington,United States,US,USA,Washington,District of Columbia,DC,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.5.142,c1b47aa6-ebf5-48e8-9fdb-4fe9fb75b5f3,3,1,success,96.110.138.113,11,11,12,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.5.142,c1b47aa6-ebf5-48e8-9fdb-4fe9fb75b5f3,3,2,success,96.110.138.113,12,11,12,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.5.142,c1b47aa6-ebf5-48e8-9fdb-4fe9fb75b5f3,3,3,success,96.110.138.113,12,11,12,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.5.142,c1b47aa6-ebf5-48e8-9fdb-4fe9fb75b5f3,4,1,success,68.87.162.2,15,13,12,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.5.142,c1b47aa6-ebf5-48e8-9fdb-4fe9fb75b5f3,4,2,success,68.87.162.2,12,13,12,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.5.142,c1b47aa6-ebf5-48e8-9fdb-4fe9fb75b5f3,4,3,success,68.87.162.2,11,13,12,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.5.142,c1b47aa6-ebf5-48e8-9fdb-4fe9fb75b5f3,5,1,success,96.108.23.141,12,12,12,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.5.142,c1b47aa6-ebf5-48e8-9fdb-4fe9fb75b5f3,5,2,success,96.108.23.141,13,12,12,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.5.142,c1b47aa6-ebf5-48e8-9fdb-4fe9fb75b5f3,5,3,success,96.108.23.141,12,12,12,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.5.142,c1b47aa6-ebf5-48e8-9fdb-4fe9fb75b5f3,6,1,success,68.86.165.113,14,14,14,Okeechobee,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.5.142,c1b47aa6-ebf5-48e8-9fdb-4fe9fb75b5f3,6,2,success,68.86.165.113,13,14,14,Okeechobee,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.5.142,c1b47aa6-ebf5-48e8-9fdb-4fe9fb75b5f3,6,3,success,68.86.165.113,14,14,14,Okeechobee,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.5.142,c1b47aa6-ebf5-48e8-9fdb-4fe9fb75b5f3,7,1,success,96.110.5.142,15,14,13,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.5.142,c1b47aa6-ebf5-48e8-9fdb-4fe9fb75b5f3,7,2,success,96.110.5.142,13,14,13,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.5.142,c1b47aa6-ebf5-48e8-9fdb-4fe9fb75b5f3,7,3,success,96.110.5.142,13,14,13,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.5.142,d467742d-f1bf-4a78-b629-90b70fdc4c61,1,1,success,10.1.10.1,4,4,4,,,,,,,,,,,,,
10.1.10.58,96.110.5.142,d467742d-f1bf-4a78-b629-90b70fdc4c61,1,2,success,10.1.10.1,4,4,4,,,,,,,,,,,,,
10.1.10.58,96.110.5.142,d467742d-f1bf-4a78-b629-90b70fdc4c61,1,3,success,10.1.10.1,4,4,4,,,,,,,,,,,,,
10.1.10.58,96.110.5.142,d467742d-f1bf-4a78-b629-90b70fdc4c61,2,1,success,96.120.37.81,13,14,13,Washington,United States,US,USA,Washington,District of Columbia,DC,,,America/New_York,-0400,AS7922,COMCAST-7922
